Year,GNI (current US$),"GNI per capita, PPP (current international $)","Life expectancy at birth, total (years)","GNI per capita, PPP (constant 2017 international $)","Primary education, duration (years)","Preprimary education, duration (years)","Secondary education, duration (years)","Population, total",Expected Years of Schooling,GNI per capital,Life Expectancy Index,Education Index,Income Index,Human Development Index
1995-12-01,840595541820.9843,2013.3333333333333,70.24833333333333,2553.715833333333,5.0,4.0,6.0,1216492083.3333333,19.0,690.9203850784028,0.773051282051282,1.0555555555555556,0.29183880033794785,0.6334400354867491
1996-01-01,851312277321.56,2030.0,70.27,2571.2,5.0,4.0,6.0,1217550000.0,19.0,699.201081944528,0.7733846153846153,1.0555555555555556,0.29376838066339295,0.6334400354867491
1996-02-01,859586118525.545,2047.5,70.30333333333333,2589.1625,5.0,4.0,6.0,1218593750.0,19.0,705.3340820255844,0.7738974358974359,1.0555555555555556,0.29502816200483106,0.6334400354867491
1996-03-01,867859959729.53,2065.0,70.33666666666666,2607.125,5.0,4.0,6.0,1219637500.0,19.0,711.4670821066408,0.7744102564102564,1.0555555555555556,0.2962879433462692,0.6334400354867491
1996-04-01,876133800933.515,2082.5,70.37,2625.0874999999996,5.0,4.0,6.0,1220681250.0,19.0,717.6000821876971,0.7749230769230768,1.0555555555555556,0.2975477246877073,0.6334400354867491
1996-05-01,884407642137.5,2100.0,70.40333333333334,2643.0499999999997,5.0,4.0,6.0,1221725000.0,19.0,723.7330822687534,0.7754358974358974,1.0555555555555556,0.2988075060291454,0.6334400354867491
1996-06-01,892681483341.485,2117.5,70.43666666666667,2661.0125,5.0,4.0,6.0,1222768750.0,19.0,729.8660823498097,0.7759487179487179,1.0555555555555556,0.3000672873705835,0.6334400354867491
1996-07-01,900955324545.47,2135.0,70.47,2678.975,5.0,4.0,6.0,1223812500.0,19.0,735.9990824308661,0.7764615384615384,1.0555555555555556,0.30132706871202164,0.6334400354867491
1996-08-01,909229165749.4551,2152.5,70.50333333333333,2696.9375,5.0,4.0,6.0,1224856250.0,19.0,742.1320825119225,0.776974358974359,1.0555555555555556,0.3025868500534597,0.6334400354867491
1996-09-01,917503006953.4401,2170.0,70.53666666666666,2714.9,5.0,4.0,6.0,1225900000.0,19.0,748.2650825929788,0.7774871794871795,1.0555555555555556,0.3038466313948978,0.6334400354867491
1996-10-01,925776848157.425,2187.5,70.57,2732.8625,5.0,4.0,6.0,1226943750.0,19.0,754.3980826740351,0.778,1.0555555555555556,0.30510641273633593,0.6334400354867491
1996-11-01,934050689361.41,2205.0,70.60333333333334,2750.825,5.0,4.0,6.0,1227987500.0,19.0,760.5310827550915,0.7785128205128204,1.0555555555555556,0.30636619407777405,0.6334400354867491
1996-12-01,942324530565.395,2222.5,70.63666666666667,2768.7875,5.0,4.0,6.0,1229031250.0,19.0,766.6640828361478,0.779025641025641,1.0555555555555556,0.30762597541921216,0.6334400354867491
1997-01-01,950598371769.38,2240.0,70.67,2786.75,5.0,4.0,6.0,1230075000.0,19.0,772.7970829172042,0.7795384615384615,1.0555555555555556,0.3088857567606503,0.6334400354867491
1997-02-01,955749900403.5858,2254.1666666666665,70.71166666666667,2801.5758333333333,5.0,3.9166666666666665,6.0,1231063333.3333333,18.916666666666668,776.3300758010959,0.7801794871794872,1.050925925925926,0.30955806030020366,0.6331161392464664
1997-03-01,960901429037.7916,2268.3333333333335,70.75333333333333,2816.4016666666666,5.0,3.8333333333333335,6.0,1232051666.6666667,18.833333333333332,779.8630686849875,0.7808205128205128,1.0462962962962963,0.31023036383975705,0.6327922430061838
1997-04-01,966052957671.9976,2282.5,70.795,2831.2275,5.0,3.75,6.0,1233040000.0,18.75,783.3960615688792,0.7814615384615384,1.0416666666666667,0.31090266737931044,0.6324683467659011
1997-05-01,971204486306.2034,2296.6666666666665,70.83666666666667,2846.0533333333333,5.0,3.6666666666666665,6.0,1234028333.3333333,18.666666666666668,786.9290544527709,0.7821025641025641,1.037037037037037,0.3115749709188638,0.6321444505256184
1997-06-01,976356014940.4092,2310.8333333333335,70.87833333333333,2860.8791666666666,5.0,3.5833333333333335,6.0,1235016666.6666667,18.583333333333332,790.4620473366625,0.7827435897435897,1.0324074074074074,0.3122472744584172,0.6318205542853357
1997-07-01,981507543574.615,2325.0,70.92,2875.705,5.0,3.5,6.0,1236005000.0,18.5,793.9950402205542,0.7833846153846153,1.0277777777777777,0.31291957799797065,0.6314966580450531
1997-08-01,986659072208.8208,2339.1666666666665,70.96166666666667,2890.5308333333332,5.0,3.416666666666667,6.0,1236993333.3333333,18.416666666666668,797.5280331044459,0.7840256410256411,1.0231481481481481,0.31359188153752404,0.6311727618047704
1997-09-01,991810600843.0266,2353.3333333333335,71.00333333333333,2905.3566666666666,5.0,3.3333333333333335,6.0,1237981666.6666667,18.333333333333332,801.0610259883375,0.7846666666666667,1.0185185185185186,0.31426418507707743,0.6308488655644877
1997-10-01,996962129477.2324,2367.5,71.045,2920.1825,5.0,3.25,6.0,1238970000.0,18.25,804.5940188722292,0.7853076923076924,1.0138888888888888,0.3149364886166308,0.630524969324205
1997-11-01,1002113658111.4384,2381.6666666666665,71.08666666666667,2935.008333333333,5.0,3.166666666666667,6.0,1239958333.3333333,18.166666666666668,808.1270117561209,0.785948717948718,1.0092592592592593,0.3156087921561842,0.6302010730839224
