Year,GNI (current US$),"GNI per capita, PPP (current international $)","Life expectancy at birth, total (years)","GNI per capita, PPP (constant 2017 international $)","Primary education, duration (years)","Preprimary education, duration (years)","Secondary education, duration (years)","Population, total",Expected Years of Schooling,GNI per capital,Life Expectancy Index,Education Index,Income Index,Human Development Index
1997-06-01,213942039902.49918,25810.0,77.46583333333334,42514.675,4.0,6.0,8.0,7971686.0,22.0,26837.576778251143,0.8840897435897436,1.2222222222222223,0.8447527024152247,0.9719629056654886
1997-07-01,214369347420.71503,25910.0,77.495,42630.46,4.0,6.0,8.0,7972415.0,22.0,26888.71631928345,0.8845384615384615,1.2222222222222223,0.8450400071723316,0.9719629056654886
1997-08-01,214796654938.93085,26010.0,77.52416666666666,42746.244999999995,4.0,6.0,8.0,7973144.0,22.0,26939.855860315754,0.8849871794871794,1.2222222222222223,0.8453273119294386,0.9719629056654886
1997-09-01,215223962457.14667,26110.0,77.55333333333333,42862.03,4.0,6.0,8.0,7973873.0,22.0,26990.99540134806,0.8854358974358975,1.2222222222222223,0.8456146166865454,0.9719629056654886
1997-10-01,215651269975.36252,26210.0,77.5825,42977.815,4.0,6.0,8.0,7974602.0,22.0,27042.13494238037,0.8858846153846154,1.2222222222222223,0.8459019214436523,0.9719629056654886
1997-11-01,216078577493.57834,26310.0,77.61166666666666,43093.6,4.0,6.0,8.0,7975331.0,22.0,27093.274483412675,0.8863333333333333,1.2222222222222223,0.8461892262007592,0.9719629056654886
1997-12-01,216505885011.7942,26410.0,77.64083333333333,43209.384999999995,4.0,6.0,8.0,7976060.0,22.0,27144.41402444498,0.8867820512820513,1.2222222222222223,0.846476530957866,0.9719629056654886
1998-01-01,216933192530.01,26510.0,77.67,43325.17,4.0,6.0,8.0,7976789.0,22.0,27195.553565477287,0.8872307692307693,1.2222222222222223,0.8467638357149729,0.9719629056654886
1998-02-01,216673494570.55002,26565.0,77.6875,43408.86666666667,4.0,6.0,8.0,7978083.583333333,22.0,27158.655052623373,0.8875000000000001,1.2222222222222223,0.8465571988264802,0.971981864463385
1998-03-01,216413796611.09,26620.0,77.705,43492.56333333333,4.0,6.0,8.0,7979378.166666667,22.0,27121.75653976946,0.8877692307692308,1.2222222222222223,0.8463505619379874,0.9720008232612813
1998-04-01,216154098651.63,26675.0,77.7225,43576.259999999995,4.0,6.0,8.0,7980672.75,22.0,27084.858026915546,0.8880384615384616,1.2222222222222223,0.8461439250494946,0.9720197820591776
1998-05-01,215894400692.17,26730.0,77.74,43659.956666666665,4.0,6.0,8.0,7981967.333333333,22.0,27047.959514061633,0.8883076923076924,1.2222222222222223,0.8459372881610019,0.972038740857074
1998-06-01,215634702732.71,26785.0,77.7575,43743.653333333335,4.0,6.0,8.0,7983261.916666667,22.0,27011.06100120772,0.888576923076923,1.2222222222222223,0.8457306512725091,0.9720576996549704
1998-07-01,215375004773.25,26840.0,77.775,43827.35,4.0,6.0,8.0,7984556.5,22.0,26974.162488353806,0.8888461538461538,1.2222222222222223,0.8455240143840164,0.9720766584528667
1998-08-01,215115306813.79,26895.0,77.7925,43911.04666666666,4.0,6.0,8.0,7985851.083333333,22.0,26937.263975499893,0.8891153846153846,1.2222222222222223,0.8453173774955236,0.9720956172507631
1998-09-01,214855608854.33,26950.0,77.81,43994.74333333333,4.0,6.0,8.0,7987145.666666667,22.0,26900.36546264598,0.8893846153846153,1.2222222222222223,0.8451107406070308,0.9721145760486595
1998-10-01,214595910894.87,27005.0,77.8275,44078.44,4.0,6.0,8.0,7988440.25,22.0,26863.466949792066,0.8896538461538461,1.2222222222222223,0.8449041037185381,0.9721335348465558
1998-11-01,214336212935.41,27060.0,77.845,44162.136666666665,4.0,6.0,8.0,7989734.833333333,22.0,26826.568436938152,0.8899230769230769,1.2222222222222223,0.8446974668300453,0.9721524936444521
1998-12-01,214076514975.94998,27115.0,77.8625,44245.83333333333,4.0,6.0,8.0,7991029.416666667,22.0,26789.66992408424,0.8901923076923076,1.2222222222222223,0.8444908299415526,0.9721714524423485
1999-01-01,213816817016.49,27170.0,77.88,44329.53,4.0,6.0,8.0,7992324.0,22.0,26752.771411230326,0.8904615384615384,1.2222222222222223,0.8442841930530598,0.9721904112402449
1999-02-01,212296377255.82166,27333.333333333332,77.90083333333332,44473.45916666667,4.0,6.0,8.0,7993927.5,22.0,26557.636299115387,0.8907820512820512,1.2222222222222223,0.8431311585441774,0.9718612356385394
1999-03-01,210775937495.15332,27496.666666666668,77.92166666666667,44617.388333333336,4.0,6.0,8.0,7995531.0,22.0,26362.501187000445,0.891102564102564,1.2222222222222223,0.841978124035295,0.971532060036834
1999-04-01,209255497734.485,27660.0,77.9425,44761.3175,4.0,6.0,8.0,7997134.5,22.0,26167.366074885504,0.8914230769230769,1.2222222222222223,0.8408250895264127,0.9712028844351286
1999-05-01,207735057973.81665,27823.333333333332,77.96333333333332,44905.246666666666,4.0,6.0,8.0,7998738.0,22.0,25972.230962770565,0.8917435897435897,1.2222222222222223,0.8396720550175302,0.9708737088334233
